location_id,sku_id,assorted,mrp_minor,selling_price_minor,unit_cogs_minor,unit_variable_cost_minor,on_hand_quantity,safety_buffer
"loc_qm_koramangala","QM-FPR-0081-B","true","9860","9450","6190","662","26","3"
"loc_qm_koramangala","QM-FPR-0082-B","true","9960","9550","5778","669","24","3"
"loc_qm_koramangala","QM-FPR-0083-A","true","5700","5450","3161","382","46","3"
"loc_qm_koramangala","QM-FPR-0084-A","true","5800","5550","3635","389","44","3"
"loc_qm_koramangala","QM-FPR-0084-B","true","9460","9100","5733","637","20","3"
"loc_qm_koramangala","QM-FPR-0085-B","true","9560","9200","5336","644","18","3"
"loc_qm_koramangala","QM-FPR-0086-B","true","9660","9250","6059","648","16","3"
"loc_qm_koramangala","QM-FPR-0087-A","true","6100","5850","3686","410","38","3"
"loc_qm_koramangala","QM-FPR-0087-B","false","9760","9350","5657","655","0","3"
"loc_qm_koramangala","QM-FPR-0089-A","true","5600","5400","3537","378","34","3"
"loc_qm_koramangala","QM-FPR-0090-A","true","5700","5450","3297","382","32","3"
"loc_qm_koramangala","QM-FPR-0090-B","true","10060","9650","5597","676","8","3"
"loc_qm_koramangala","QM-MTS-0091-B","true","37840","36350","23809","2545","6","3"
"loc_qm_koramangala","QM-MTS-0092-A","true","22400","21500","13545","1505","28","3"
"loc_qm_koramangala","QM-MTS-0093-A","false","22500","21600","12528","1512","0","3"
"loc_qm_koramangala","QM-MTS-0094-A","true","22600","21700","14214","1519","24","3"
"loc_qm_koramangala","QM-MTS-0094-B","true","38140","36600","23058","2562","46","3"
"loc_qm_koramangala","QM-MTS-0095-A","true","22000","21100","12766","1477","22","3"
"loc_qm_koramangala","QM-MTS-0096-B","true","38340","36800","24104","2576","42","3"
"loc_qm_koramangala","QM-MTS-0097-B","true","38440","36900","22325","2583","40","3"
"loc_qm_koramangala","QM-MTS-0098-A","true","22300","21400","12412","1498","16","3"
"loc_qm_koramangala","QM-MTS-0099-A","true","22400","21500","14083","1505","14","3"
"loc_qm_koramangala","QM-MTS-0099-B","true","37940","36400","22932","2548","36","3"
"loc_qm_koramangala","QM-MTS-0100-B","true","38040","36500","21170","2555","34","3"
"loc_qm_koramangala","QM-MTS-0102-A","true","22300","21400","14017","1498","32","3"
"loc_qm_koramangala","QM-MTS-0103-A","false","22000","21100","13293","1477","0","3"
"loc_qm_koramangala","QM-MTS-0104-A","true","22400","21500","13008","1505","30","3"
"loc_qm_koramangala","QM-MTS-0107-A","true","22200","21300","13952","1491","4","3"
"loc_qm_koramangala","QM-MTS-0109-A","true","22300","21400","12947","1498","48","3"
"loc_qm_koramangala","QM-MTS-0110-A","true","22000","21100","12238","1477","24","3"
"loc_qm_koramangala","QM-MTS-0112-A","true","22100","21200","13886","1484","22","3"
"loc_qm_koramangala","QM-MTS-0113-A","true","22500","21600","13608","1512","44","3"
"loc_qm_koramangala","QM-MTS-0115-A","true","22600","21700","12586","1519","42","3"
"loc_qm_koramangala","QM-MTS-0117-A","true","22000","21100","13821","1477","40","3"
"loc_qm_koramangala","QM-MTS-0118-A","true","22400","21500","13545","1505","16","3"
"loc_qm_koramangala","QM-MTS-0119-A","true","22100","21200","12826","1484","38","3"
"loc_qm_koramangala","QM-HOU-0122-A","true","7600","7200","4716","504","12","8"
"loc_qm_koramangala","QM-HOU-0124-A","true","7000","6500","3933","455","10","6"
"loc_qm_koramangala","QM-HOU-0125-A","true","7400","7050","4089","494","32","5"
"loc_qm_koramangala","QM-HOU-0127-A","true","7500","6950","4552","487","30","8"
"loc_qm_koramangala","QM-HOU-0128-A","true","7200","6850","4316","480","6","7"
"loc_qm_koramangala","QM-HOU-0130-A","true","7300","6800","3944","476","4","5"
"loc_qm_koramangala","QM-HOU-0132-A","false","7400","6750","4421","473","0","8"
"loc_qm_koramangala","QM-HOU-0133-A","true","7100","6600","4158","462","24","7"
"loc_qm_koramangala","QM-HOU-0134-A","true","7500","7150","4326","501","46","6"
"loc_qm_koramangala","QM-HOU-0137-A","true","7300","6950","4552","487","20","8"
"loc_qm_koramangala","QM-HOU-0139-A","true","7400","6900","4175","483","18","6"
"loc_qm_koramangala","QM-HOU-0140-A","true","7100","6750","3915","473","40","5"
"loc_qm_koramangala","QM-HOU-0142-A","true","7200","6700","4389","469","38","8"
"loc_qm_koramangala","QM-HOU-0143-A","true","7600","7200","4536","504","14","7"
"loc_qm_koramangala","QM-HOU-0145-A","true","7000","6500","3770","455","12","5"
"loc_qm_koramangala","QM-HOU-0147-A","true","7100","6450","4225","452","10","8"
"loc_qm_koramangala","QM-HOU-0148-A","true","7500","6950","4379","487","32","7"
"loc_qm_koramangala","QM-HOU-0149-A","true","7200","6850","4144","480","8","6"
"loc_qm_koramangala","QM-PER-0152-A","true","9000","8550","5600","599","28","8"
"loc_qm_koramangala","QM-PER-0154-A","true","9100","8450","5112","592","26","6"
"loc_qm_koramangala","QM-PER-0155-A","true","9500","9050","5249","634","48","5"
"loc_qm_koramangala","QM-PER-0157-A","true","9600","8950","5862","627","46","8"
"loc_qm_koramangala","QM-PER-0158-A","true","9300","8850","5576","620","22","7"
"loc_qm_koramangala","QM-PER-0160-A","true","9400","8750","5075","613","20","5"
"loc_qm_koramangala","QM-PER-0162-A","true","9500","8650","5666","606","18","8"
"loc_qm_koramangala","QM-PER-0163-A","true","9200","8550","5387","599","40","7"
"loc_qm_koramangala","QM-PER-0164-A","true","9600","9100","5506","637","16","6"
"loc_qm_koramangala","QM-PER-0167-A","true","9400","8950","5862","627","36","8"
